TICKERS,Name,Price,Market_Cap,Beta,Sector,Industry,P/E_Ratio,FWD_P/E_Ratio,PEG_Ratio,P/B_Ratio,P/S_Ratio_TTM,EV/EBITDA,Dividend_Yield,Payout_Ratio,Profit_Margin,Operating_Margin,EBITDA_Margin
ARW,"Arrow Electronics, Inc.",133.37,7067015402.412415,1.263,Technology,Electronics & Computer Distribution,12.48777,9.080028,-7.28,1.2239462,0.23799041,7.597,,,0.01973,0.03654,0.047870003
AS,"Amer Sports, Inc.",18.66,9534067622.102661,,Consumer Cyclical,Leisure,,27.243479,0.45,2.366961,2.0316758,29.489,,,-0.02786,-0.00735,0.08596
ASA,ASA Gold and Precious Metals Limited,22.7479,437880744.71702576,1.197,Financial Services,Asset Management,6.987692,,,1.308029,186.04414,,0.0018000001,0.0092,26.573292,-4.59169,
ASAI,Sendas Distribuidora S.A.,6.365,1722562527.1331177,0.341,Consumer Defensive,Grocery Stores,14.744186,10.393442,16.83,1.7726127,0.024427967,6.775,0.0068,,0.009430001,0.04818,0.06374
ASAN,"Asana, Inc.",12.165,2800808614.5966187,1.145,Technology,Software—Application,,-302.625,,9.516509,4.028383,-9.663,,,-0.37728,-0.42853,-0.37886003
ASB,Associated Banc-Corp,22.315,3334157314.6245117,0.918,Financial Services,Banks—Regional,18.918804,9.984235,1.29,0.8125939,3.3647814,,0.0399,0.7436,0.18958999,0.38162997,
ASC,Ardmore Shipping Corporation,16.24,690586348.5687256,0.353,Industrials,Marine Shipping,4.7014284,5.8665485,0.11,1.1163043,1.6435338,4.23,0.091800004,0.2486,0.36314,0.41171002,0.42062
ASG,"Liberty All-Star Growth Fund, Inc.",5.6571,343494502.02407837,1.291,Financial Services,Asset Management,9.677967,,,0.9795848,168.0103,,0.0836,0.7458,17.68081,-0.91096,
ASGN,ASGN Incorporated,93.13,4158080702.972412,1.4,Technology,Information Technology Services,22.467234,16.262697,2.98,2.3165195,0.9768886,11.887,,,0.045619998,0.0777,0.10125
ASH,Ashland Inc.,86.51,4226738879.5028687,0.88,Basic Materials,Specialty Chemicals,25.108187,16.340303,1.1,1.415446,2.0025017,15.492,0.0187,0.45610002,0.07068,0.09375,0.16176
ASIX,AdvanSix Inc.,29.38,779749565.2662277,1.686,Basic Materials,Chemicals,85.25,7.264411,1.61,1.0369191,0.5208882,11.889,0.0219,1.8824,0.00567,0.12556,0.061440002
ASPN,"Aspen Aerogels, Inc.",20.32,1572089383.2053833,2.157,Industrials,Building Products & Equipment,Infinity,41.96875,,3.0128014,4.373621,46.222,,,0.00389,0.1697,0.10317001
ASR,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",276.8,8325981164.428711,0.803,Industrials,Airports & Air Services,15.296726,14.997281,7.86,1.7956403,0.29839507,4.789,0.018,0.2779,0.42797002,0.58736,0.65596
ASX,"ASE Technology Holding Co., Ltd.",10.34,22378189842.086914,1.072,Technology,Semiconductors,20.63,13.559211,0.67,0.14738534,0.03797953,1.701,0.0307,0.6437,0.05382,0.06432,0.16282
ATEN,"A10 Networks, Inc.",14.81,1101343480.0889282,1.115,Technology,Software—Infrastructure,26.157894,17.411764,0.97,5.1033773,4.399988,19.998,0.0165,0.42110002,0.17508,0.13172,0.18271999
ATGE,Adtalem Global Education Inc.,71.69,2696614950.2388,0.953,Consumer Defensive,Education & Training Services,20.807018,10.971539,0.86,1.9653229,1.7037344,9.602,,,0.08631,0.17753,0.21895
ATHM,Autohome Inc.,30.645,3715685516.960144,0.139,Communication Services,Internet Content & Information,14.00688,12.869199,-412.45,0.1513491,0.5074021,-5.291,0.0572,0.5266,0.26590002,0.22023001,0.19664
ATHS,,,,,,,,,,,,,,,,,
ATI,ATI Inc.,63.21,7822562210.083008,1.046,Industrials,Metal Fabrication,23.728302,19.727272,1.43,5.780676,1.8554198,17.9,,,0.0908,0.12307,0.12878999
ATIP,"ATI Physical Therapy, Inc.",5.81,26890232.787599564,0.412,Healthcare,Medical Care Facilities,,-0.6472458,-0.04,,0.03749602,38.101,,,-0.05467,0.042680003,0.03615
ATKR,Atkore Inc.,86.4,3068583644.4396973,2.135,Industrials,Electrical Equipment & Parts,5.995372,7.301194,-2.46,1.9658934,0.94127715,4.511,0.0147,0.044899996,0.16465999,0.20451,0.25292
ATMU,Atmus Filtration Technologies Inc.,38.8175,3241013561.037445,,Industrials,Pollution & Treatment Controls,18.639423,15.704453,35.84,18.156292,1.9529097,13.217,0.0050999997,,0.10519,0.17429,0.17153
ATO,Atmos Energy Corporation,141.795,21931316920.2666,0.672,Utilities,Utilities—Regulated Gas,20.92393,19.88429,2.86,1.8061414,5.3694305,14.56,0.0226,0.466,0.2509,0.32149,0.48645002
ATR,"AptarGroup, Inc.",165.75,10986947933.83789,0.574,Healthcare,Medical Instruments & Supplies,34.79937,27.713211,3.08,4.584878,3.091541,16.176,0.0108,0.3453,0.09002,0.14506,0.20817
ATS,ATS Corporation,31.625,3105621822.846924,1.356,Industrials,Specialty Industrial Machinery,24.102272,,,1.8326118,1.0393466,10.095,,,0.06102,0.10067,0.14529
ATUS,"Altice USA, Inc.",2.255,1034008800.2504578,1.533,Communication Services,Telecom Services,,18.625,13.03,,0.11324358,7.671,,,-0.0062300004,0.20201999,0.3796
AU,AngloGold Ashanti plc,31.2311,13811566931.660522,0.985,Basic Materials,Gold,115.14815,11.335766,0.66,3.3081105,2.6544175,9.594,0.0143,0.84230006,0.023239998,0.19906001,0.30093
AUB,Atlantic Union Bankshares Corporation,36.27,3254626500.0,0.882,Financial Services,Banks—Regional,16.214285,10.784226,1.53,1.0198325,4.3428926,,0.0353,0.5625,0.28099,0.48679,
AUNA,,6.94,513727305.90133667,,Healthcare,Medical Care Facilities,,8.127907,,0.34946504,0.121199645,5.269,,,-0.06177,0.16307,0.20058
AVA,Avista Corporation,38.4456,3015929591.9815063,0.46,Utilities,Utilities—Diversified,15.552419,14.957365,2.54,1.201146,1.5827578,10.656,0.050100002,0.754,0.10123,0.13916,0.29534
AVAL,Grupo Aval Acciones y Valores S.A.,2.0688,2331659014.635254,0.53,Financial Services,Banks—Regional,22.944445,5.9,,0.0029324598,0.0002148685,,0.0551,1.9409,0.04326,0.30145,
AVB,"AvalonBay Communities, Inc.",225.005,32004510924.854004,0.985,Real Estate,REIT—Residential,38.01182,40.473923,-3.41,2.7220879,11.187748,22.58,0.030299999,1.1337,0.29413,0.33433,0.61643004
AVD,American Vanguard Corporation,5.41,156290580.20000458,0.877,Basic Materials,Agricultural Inputs,,13.846154,17.61,0.43938163,0.26636717,8.473,0.022,0.48,-0.00601,-0.01472,0.07541
AVK,Advent Convertible and Income Fund,11.3663,400270809.0651512,1.346,Financial Services,Asset Management,10.644859,-379.33334,,0.9481396,12.372027,,0.1234,1.2903,-1.2008001,0.80693,
AVNS,"Avanos Medical, Inc.",22.495,1037068915.977478,0.906,Healthcare,Medical Devices,150.73334,12.412087,2.7,0.8485145,1.5123308,9.914,,,0.01128,0.06814,0.17379999
AVNT,Avient Corporation,48.56,4412229829.413574,1.487,Basic Materials,Specialty Chemicals,38.31746,16.093332,1.26,1.9036762,1.4064603,11.153,0.0221,0.8095,0.03703,0.11098,0.17277999
AVTR,"Avantor, Inc.",23.845,16288965777.58789,1.328,Healthcare,Medical Instruments & Supplies,45.990387,20.067225,3.55,2.9836187,2.377488,18.558,,,0.05277,0.103590004,0.16955
AVY,Avery Dennison Corporation,213.165,17063608372.245117,0.894,Consumer Cyclical,Packaging & Containers,27.217222,20.061611,1.76,7.4501514,1.9964436,14.569,0.0163,0.42540002,0.073359996,0.1292,0.16225
AWF,AllianceBernstein Global High Income Fund,10.965,946370946.4940186,0.813,Financial Services,Asset Management,7.5163693,,,0.9791131,12.7597275,,0.0716,0.5384,1.68684,0.87793,
AWI,"Armstrong World Industries, Inc.",138.7,6053993513.534546,1.135,Industrials,Building Products & Equipment,25.323586,20.43068,2.49,9.081032,4.4864573,18.517,0.008,0.2,0.1792,0.19966999,0.26920998
AWK,"American Water Works Company, Inc.",139.96,27249642325.11035,0.691,Utilities,Utilities—Regulated Water,28.638037,24.634445,3.58,2.6893547,6.2491164,17.475,0.0217,0.5893,0.21932,0.39687002,0.53269
AWP,abrdn Global Premier Properties Fund,4.43,378784475.11291504,1.359,Financial Services,Asset Management,,,,1.1814796,25.150707,,0.1076,24.0,-0.60854,0.76056,
AWR,American States Water Company,83.69,3148652140.551758,0.491,Utilities,Utilities—Regulated Water,29.44056,25.371988,6.44,3.7858973,5.520342,18.49,0.022,0.6014,0.18855,0.33532003,0.39203998
AX,"Axos Financial, Inc.",65.4,3747280030.1467896,1.4,Financial Services,Banks—Regional,8.591384,9.01343,0.96,1.6332588,3.508828,,,,0.42486,0.53108,
AXL,"American Axle & Manufacturing Holdings, Inc.",6.084,720183625.0,1.941,Consumer Cyclical,Auto Parts,609.99,12.708333,0.15,1.1795911,0.11419501,4.266,,,0.00035,0.05612,0.114420004
AXP,American Express Company,272.38,190827114201.89844,1.213,Financial Services,Credit Services,19.967476,18.03585,1.3,6.419651,3.2372437,,0.010299999,0.19870001,0.16698,0.20936,
AXR,AMREP Corporation,29.53,156297019.17619705,0.894,Real Estate,Real Estate—Development,16.795454,,,1.2716166,2.594911,10.745,,,0.15635,0.26148,0.17841
AXS,AXIS Capital Holdings Limited,81.365,6918960586.325073,0.9,Financial Services,Insurance—Specialty,11.178817,7.1594715,0.39,1.3399123,1.1824591,10.811,0.0215,0.24209999,0.11276,0.18494,0.124910004
AXTA,Axalta Coating Systems Ltd.,35.085,7664709637.716431,1.443,Basic Materials,Specialty Chemicals,25.91111,14.9063835,0.92,4.3388996,1.4711237,10.619,,,0.05683,0.15174,0.19086
AYI,"Acuity Brands, Inc.",296.79,9177011428.88794,1.408,Industrials,Electrical Equipment & Parts,22.227678,16.550694,1.44,3.8770225,2.3830569,13.928,0.002,0.0432,0.11002,0.15209,0.16777
AZEK,The AZEK Company Inc.,42.8,,1.88,Industrials,Building Products & Equipment,37.18421,30.956203,3.3,4.4042797,4.153427,18.461,,,0.11083,0.17434,0.24080999
AZO,"AutoZone, Inc.",3184.93,53483994662.109375,0.707,Consumer Cyclical,Specialty Retail,21.17179,18.063404,1.9,,2.8898277,15.43,,,0.14399,0.20896,0.2319
AZUL,Azul S.A.,3.015,354242081.7375183,1.855,Industrials,Airlines,,-5.307018,0.02,,0.018818462,21.106,,,-0.34957,0.10573,0.07901
AZZ,AZZ Inc.,76.83,2305010595.588684,1.231,Industrials,Specialty Business Services,53.631943,13.679646,1.55,2.3088877,1.4612323,10.185,0.0088,0.4722,0.07627,0.16539,0.20345
B,Barnes Group Inc.,46.61,2366781727.5146484,1.375,Industrials,Specialty Industrial Machinery,,22.394232,2.89,1.8519108,1.4907031,10.442,0.0138,7.1110997,-0.03737,0.126,0.20882
BA,The Boeing Company,159.85,98352265451.6914,1.569,Industrials,Aerospace & Defense,,64.08434,-0.04,,1.3441682,108.772,,,-0.04678,-0.05698,0.017970001
BABA,Alibaba Group Holding Limited,100.34,243371563008.0,0.341,Consumer Cyclical,Internet Retail,25.703045,10.18788,65.38,0.25536177,0.25317773,10.342,0.0198,0.5142,0.07383,0.16089001,0.18584
BAC,Bank of America Corporation,42.215,323274322589.60156,1.338,Financial Services,Banks—Diversified,15.301775,11.608517,1.27,1.1946228,3.4252753,,0.0249,0.35509998,0.24952,0.30769,
BAH,Booz Allen Hamilton Holding Corporation,161.91,20925066427.703857,0.593,Industrials,Consulting Services,35.014008,24.120548,2.27,19.383652,1.9088615,20.473,0.0125,0.42240003,0.05567,0.086739995,0.10892
BAK,Braskem S.A.,6.27,2514598178.157074,1.016,Basic Materials,Chemicals,,-57.045456,0.05,,0.035624743,11.484,,,-0.13432999,-0.05321,0.06631
BALL,Ball Corporation,65.54,19822794904.006836,0.881,Consumer Cyclical,Packaging & Containers,29.872145,18.800287,1.87,2.8936884,1.4438785,12.076,0.0121,0.3653,0.30403998,0.105100006,0.14949
BALY,Bally's Corporation,17.405,707134762.1810913,2.087,Consumer Cyclical,Resorts & Casinos,,-8.605941,,1.7968587,0.2848886,19.259,,,-0.23117,0.03949,0.117180005
BAM,Brookfield Asset Management Ltd.,50.375,21074044146.724365,,Financial Services,Asset Management,46.082565,30.137785,2.48,6.5326242,,,0.0298,1.2844,,,
BANC,"Banc of California, Inc.",15.505,2603994283.5559845,,Financial Services,Banks—Regional,,11.953488,2.83,0.8914012,6.8681955,,0.027,0.2057,-1.17325,0.26946,
BAP,Credicorp Ltd.,187.015,14923673636.047363,1.096,Financial Services,Banks—Regional,11.56308,9.094661,9.2,0.45911804,0.8895966,,0.0494,0.5746,0.2949,0.43563998,
BARK,"BARK, Inc.",1.49,258587999.73509216,1.708,Consumer Cyclical,Specialty Retail,,74.5,,2.0189703,0.53228766,-7.309,,,-0.07284,-0.09114,-0.064050004
BAX,Baxter International Inc.,36.49,18578131754.441895,0.593,Healthcare,Medical Instruments & Supplies,,11.537974,1.24,2.4365988,1.2403207,10.454,0.0317,2.5217,0.16510001,0.09575,0.19117
BB,BlackBerry Limited,2.575,1552561801.8006592,1.066,Technology,Software—Infrastructure,,32.5,0.87,2.102502,2.419587,521.026,,,-0.21664,-0.13793,0.00471
BBAI,"BigBear.ai Holdings, Inc.",1.7275,430125553.3946457,3.203,Technology,Information Technology Services,,-8.114286,,4.098558,2.9175038,-19.386,,,-1.04534,-0.3086,-0.19824
BBAR,Banco BBVA Argentina S.A.,11.56,2881775621.0136414,1.364,Financial Services,Banks—Regional,18.023438,8.47125,0.19,0.0034051067,0.0011992038,,0.14649999,1.5716001,0.05667,0.22275999,
BBD,Banco Bradesco S.A.,2.61,26626674734.99121,0.653,Financial Services,Banks—Regional,12.5,5.5744677,0.3,0.16827232,0.38081065,,0.0156,0.7306,0.18802999,0.246,
BBDC,"Barings BDC, Inc.",9.765,1036957222.2747803,0.707,Financial Services,Asset Management,9.251982,8.6814165,1.54,0.8641323,3.5441763,,0.105900005,0.9811,0.38324,0.84436,
BBN,BlackRock Taxable Municipal Bond Trust,16.9799,1049143983.8790894,,Financial Services,Asset Management,26.498125,,,,,,0.0747,,,,
BBU,Brookfield Business Partners L.P.,22.67,1681739906.6619873,1.454,Industrials,Conglomerates,3.4762154,17.652657,24.56,2.6240158,0.032213032,10.402,0.0107,0.0385,0.009330001,0.059520002,0.11521
BBUC,Brookfield Business Corporation,24.65,1802293710.5690918,1.459,Financial Services,Asset Management,,,,2.101057,0.23184702,15.153,0.01,0.0704,0.06815,-0.00415,0.11501
BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",9.9,57181805868.53662,1.464,Financial Services,Banks—Diversified,6.0705523,6.19375,0.53,1.0727322,1.9100419,,0.0763,0.26459998,0.30452,0.58446,
BBW,"Build-A-Bear Workshop, Inc.",36.665,497992070.0626373,1.53,Consumer Cyclical,Specialty Retail,10.361582,9.492249,0.33,3.8931785,1.0246634,7.372,0.0215,0.113000005,0.103640005,0.10159001,0.15953
BBWI,"Bath & Body Works, Inc.",29.545,6516390829.849243,1.753,Consumer Cyclical,Specialty Retail,7.2038836,8.33427,1.99,,0.8786439,7.366,0.026199998,0.1942,0.1269,0.11991999,0.21235001
BBY,"Best Buy Co., Inc.",93.6,19922184495.64453,1.48,Consumer Cyclical,Specialty Retail,16.026339,13.548105,-13.55,6.428621,0.4719841,8.421,0.0404,0.6425,0.02962,0.04048,0.06286
BC,Brunswick Corporation,79.0,5189920202.887726,1.512,Consumer Cyclical,Recreational Vehicles,15.101923,12.354232,1.04,2.5867467,0.9071181,8.551,0.020599999,0.3154,0.05923,0.115100004,0.15797
BCC,Boise Cascade Company,135.84,5328490756.793213,1.509,Basic Materials,Building Materials,11.841187,13.053263,-2.43,2.2999136,0.7625817,6.801,0.0061000003,0.0698,0.06603,0.08174,0.10582
BCE,BCE Inc.,33.245,30437589010.2937,0.482,Communication Services,Telecom Services,21.320578,15.270642,-16.0,1.8812892,1.235993,8.155,0.0866,1.8278999,0.087469995,0.24047,0.35659
BCH,Banco de Chile,24.46,12449657608.14624,0.179,Financial Services,Banks—Regional,8.458621,9.657481,-6.03,0.46356738,0.0043028514,,0.066599995,0.58,0.48507,0.59855,
BCO,The Brink's Company,104.565,4672911355.229187,1.426,Industrials,Security & Protection Services,35.63636,12.010759,1.04,14.629017,0.9386772,9.329,0.0091,0.3039,0.02743,0.09648,0.16464001
BCS,Barclays PLC,12.7399,45903116107.333984,1.363,Financial Services,Banks—Diversified,9.466418,12.950918,3.56,3.2626574,1.9843634,,0.0286,0.26590002,0.21238,0.34865,
BCSF,"Bain Capital Specialty Finance, Inc.",16.878,1089166055.1828384,1.169,Financial Services,Asset Management,8.445,8.986223,-1.33,0.95463073,3.7011034,,0.0992,0.84,0.43897,0.71809995,
BCX,Blackrock Resources & Commodities Strategy Trust,9.545,783060021.6529846,,Financial Services,Asset Management,20.25532,,,,,,0.07,0.4825,,,
BDC,Belden Inc.,117.4,4771795269.622803,1.068,Technology,Communication Equipment,24.697035,15.381579,2.0,3.901739,2.0655699,15.288,0.0017,0.0425,0.08505999,0.11441,0.15654
BDJ,BlackRock Enhanced Equity Dividend Trust,8.7016,1578512254.8465729,1.02,Financial Services,Asset Management,8.441748,,,0.95258945,32.200146,,0.0773,0.65480006,3.90575,0.70641,
BDN,Brandywine Realty Trust,6.29,1101488423.1233597,1.311,Real Estate,REIT—Office,,37.17647,7.11,0.8435747,2.58757,19.37,0.0938,5.4286,-0.39262,0.10632,0.41103
BDX,"Becton, Dickinson and Company",239.925,69375858234.60059,0.447,Healthcare,Medical Instruments & Supplies,48.2008,16.740404,2.15,2.6843657,3.4978628,16.35,0.015800001,0.7535,0.07126,0.1513,0.25767002
BE,Bloom Energy Corporation,9.76,2198225302.219391,2.685,Industrials,Electrical Equipment & Parts,,24.275,0.38,5.2419353,1.6764508,1239.727,,,-0.21365999,-0.06888,0.00207
BEDU,Bright Scholar Education Holdings Limited,2.0,59491046.92893028,0.439,Consumer Defensive,Education & Training Services,,3.4505174,,0.041823577,0.026926735,10.14,,,-0.15989,0.08796,0.06251
BEKE,KE Holdings Inc.,20.85,25709597785.35791,-0.708,Real Estate,Real Estate Services,41.89,17.887932,573.16,0.34686193,0.3273147,10.104,0.0171,0.70559996,0.053390004,0.08778,0.05276
BEN,"Franklin Resources, Inc.",20.456,10728808922.382568,1.407,Financial Services,Asset Management,12.655279,7.955253,2.21,0.82768834,1.2942979,7.418,0.060399998,0.764,0.102390006,0.13326,0.21897
BEP,Brookfield Renewable Partners L.P.,28.39,18460693022.094727,0.887,Utilities,Utilities—Renewable,,-933.0,-2.98,1.7070351,3.4364145,21.068,0.049200002,6.4902,-0.042,0.19838,0.53634
BEPC,Brookfield Renewable Corporation,34.49,6124239863.34375,1.007,Utilities,Utilities—Renewable,8.246973,154.63637,,2.2114697,1.3075318,12.34,0.040799998,0.3353,0.15744,0.27035,0.61383
BERY,"Berry Global Group, Inc.",68.875,7867862860.107422,1.141,Consumer Cyclical,Packaging & Containers,14.980392,8.400978,1.45,2.335883,0.64863765,8.553,0.0159,0.2342,0.045500003,0.10345,0.16203
BEST,BEST Inc.,2.71,54676147.769641876,0.818,Industrials,Trucking,,-45.166668,,,0.006400398,-7.04,,,-0.08559,-0.1018,-0.067940004
BF.A,,,,,,,,,,,,,,,,,
BFAC,Battery Future Acquisition Corp.,11.11,153684625.25081635,-0.027,Financial Services,Shell Companies,25.837208,,,,,,,,,,
BFAM,Bright Horizons Family Solutions Inc.,129.075,7522979187.426758,1.487,Consumer Cyclical,Personal Services,74.41379,31.026379,1.81,5.8520494,2.9296534,27.301,,,0.0398,0.10306,0.13262999
BFH,"Bread Financial Holdings, Inc.",50.35,2484853566.7404175,1.965,Financial Services,Credit Services,5.097648,8.143556,-0.44,0.7837512,0.968792,,0.0168,0.0859,0.18728,0.27735,
BFK,BlackRock Municipal Income Trust,10.47,459699161.4746094,0.645,Financial Services,Asset Management,36.068966,,,0.90460956,12.904172,,0.056900002,1.8672,0.12937,0.86199,
BFLY,"Butterfly Network, Inc.",1.705,357162591.64764404,2.185,Healthcare,Medical Devices,,-4.3076925,,1.8435448,5.099025,-2.862,,,-1.5328599,-0.77377,-1.4553
BFS,"Saul Centers, Inc.",39.74,1358614810.3141785,1.088,Real Estate,REIT—Retail,22.317415,29.209557,3.16,6.0054345,5.191368,16.558,0.059499998,1.3258001,0.20487,0.47168,0.62724
BG,Bunge Global SA,89.36,12633853749.347656,0.634,Consumer Defensive,Farm Products,10.143182,9.332117,-1.31,1.2658784,0.22665784,6.664,0.0306,0.3031,0.023340002,0.020920001,0.04882
BGB,Blackstone Strategic Credit 2027 Term Fund,12.415,554508524.2961884,,Financial Services,Asset Management,8.114379,,,,,,0.1148,1.1241001,,,
BGR,BlackRock Energy and Resources Trust,13.07,349203400.0,1.016,Financial Services,Asset Management,6.505,,,0.875,25.455162,,0.07,0.39419997,4.00001,0.6904,
BGS,"B&G Foods, Inc.",8.24,668267714.6892548,0.646,Consumer Defensive,Packaged Foods,,10.634616,-117.4,0.8562707,0.32564956,9.145,0.0911,3.3332999,-0.05821,0.10466,0.14922
BGSF,"BGSF, Inc.",8.125,90279358.5902214,1.64,Industrials,Staffing & Employment Services,42.097996,15.034999,7.35,1.1093017,0.3028308,8.438,0.0733,2.25,0.0070999996,0.00156,0.0586
BGT,BlackRock Floating Rate Income Trust,13.05,297309748.65760803,0.662,Financial Services,Asset Management,9.357143,,,1.0292039,8.239663,,0.1107,1.0118,0.86117,0.90855,
BGX,Blackstone / GSO Long-Short Credit Income Fund,12.7218,162040993.32704544,,Financial Services,Asset Management,7.815951,,,,,,0.120900005,1.1448001,,,
BGY,BlackRock Enhanced International Dividend Trust,5.66,567038181.0379028,0.881,Financial Services,Asset Management,7.2500005,,,0.90033436,36.820065,,0.071,0.48290002,5.4049797,0.26949,
BH,Biglari Holdings Inc.,167.0,526661840.4159546,1.347,Consumer Cyclical,Restaurants,,-22.510067,,0.18284804,1.4480182,1.365,,,-0.10349,0.06506,0.18369
BHC,Bausch Health Companies Inc.,8.13,2985556975.953003,0.772,Healthcare,Drug Manufacturers—Specialty & Generic,,1.9554216,0.89,,0.32484636,8.34,,,-0.05118,0.17603001,0.32591
BHE,"Benchmark Electronics, Inc.",42.74,1533413370.074463,0.988,Technology,Electronic Components,22.849463,17.068274,0.91,1.4047109,0.56076723,10.065,0.0159,0.3548,0.024519999,0.04314,0.05974
BHK,BlackRock Core Bond Trust,11.495,625452200.5027771,0.739,Financial Services,Asset Management,24.112917,,,1.0998098,11.900274,,0.0776,1.865,0.49161,0.90772,
BHLB,"Berkshire Hills Bancorp, Inc.",27.135,1172611733.5149765,0.871,Financial Services,Banks—Regional,53.27451,11.464135,1.33,1.1296346,3.5892653,,0.026400002,1.4117999,0.06759,0.31313,
